,image,caption,Unnamed: 2
16588,frame39074.jpg,tom is falling with front of the air and is holding a plate tom is holding a ink happily,
10878,frame30572.jpg,jerry is standing on the bed,
8929,frame27719.jpg,tom is pulling tom's beard and smiling,
21020,frame46322.jpg,jerry is wearing tom's head,
3550,frame18447.jpg,jerry is standing on the sky,
25697,frame53477.jpg,tom is looking at the sofa and the hat and jerry are looking in front akimbo angrily,
28140,frame57618.jpg,the bitten dog,
17142,frame39888.jpg,tom is lying on the bed,
16680,frame39164.jpg,tom is standing on the dog is using his hand,
11184,frame31042.jpg,tom is looking around to ignite the dog is holding a little dog is sending him,
13205,frame33680.jpg,tom and jerry frightened,
27223,frame55959.jpg,tom is dropping down tom is playing the door the water with front of the sky,
36369,frame72553.jpg,jerry is running to tom is curious,
23260,frame49536.jpg,tom is sleeping on a ham,
13222,frame33697.jpg,tom is standing,
10067,frame29479.jpg,tom is raising hole in front of flour jerry is riding on a plate of the right,
8429,frame26726.jpg,tom is stretching his white mirror,
36930,frame73337.jpg,jerry is going and legs and is looking to the bed angrily and sluggish,
22010,frame47679.jpg,tom is looking at tom is smiling,
4979,frame21098.jpg,tom is standing on the air,
2236,frame16664.jpg,a nail and smiling,
15488,frame37361.jpg,tom is dropping aggressively,
33028,frame66920.jpg,tom is walking,
11739,frame31762.jpg,tom is leaning over a railing,
28891,frame58812.jpg,tom is sitting on the air,
17487,frame40348.jpg,tom is watered,
20361,frame45183.jpg,tom is whispering on the red toward tom and tom tom,
13216,frame33691.jpg,tom is looking around,
34280,frame69068.jpg,tom is holding a ham and scared,
4462,frame20144.jpg,jerry is holding a sister is holding a table,
13909,frame3483.jpg,tom,
4338,frame19876.jpg,jerry is surprised on tom's neck in his head and looking to fight,
2568,frame1705.jpg,jerry is grabbing tom's beard is digging a bone in front of books pass his tongue to ignite the bell,
11830,frame31866.jpg,tom is waving his tail of milk sheet on the dog is looking bottle of another dog's tail to pat tom is raising a branch,
24463,frame51414.jpg,tom is looking at jerry is putting his arms,
28963,frame58886.jpg,tom is looking at jerry is matches jerry is hit tom,
4590,frame20372.jpg,tom is lying on a top of hands with hands with lump the purple bottle at him,
5028,frame21183.jpg,tom tries to eyes on front of grab a string is scared,
22457,frame48307.jpg,jerry is scared,
35008,frame70248.jpg,tom is jumping,
14491,frame35714.jpg,jerry is pulling the left in a chair,
19624,frame43816.jpg,tom is looking around,
16840,frame39397.jpg,tom,
10145,frame29588.jpg,jerry is holding a frame on a table,
23115,frame49340.jpg,tom is struggling up of the sky,
23055,frame49228.jpg,jerry is climbing jerry is holding a is conducting jerry is standing to the stairs jerry is smiling,
10165,frame29610.jpg,tom is waving jerry are standing over him,
10974,frame30720.jpg,tom's beard and serving jerry is angry,
13173,frame33646.jpg,tom is scared,
5095,frame21362.jpg,tom is dizzy,
35513,frame71227.jpg,tom is puzzled,
6907,frame2435.jpg,jerry is pointing up jerry is massaged by some hands,
4394,frame20017.jpg,jerry is angry,
21116,frame46484.jpg,tom is holding the down and are curious,
11322,frame31174.jpg,tom is mad backwards,
920,frame14090.jpg,jerry is leaning on a little towel,
3553,frame18451.jpg,jerry is standing beside a baby jerry by purple up a stroke of purple yellow duck,
22857,frame48894.jpg,tom is holding a ink from a not green left,
20106,frame44672.jpg,tom is playing the cheese is frightened,
22100,frame4779.jpg,tom is holding a pile the arm,
21822,frame4741.jpg,tom is running with a book angrily a cake,
33633,frame67909.jpg,tom is scared,
20338,frame45155.jpg,tom is waving his acorns,
35737,frame71618.jpg,tom and jerry are snickering,
33984,frame68511.jpg,tom,
27201,frame5593.jpg,tom is wearing a cat's hand,
29579,frame60016.jpg,jerry,
14606,frame3595.jpg,jerry is standing at the black cat is holding the bed and is tied out the black rope,
22219,frame47945.jpg,jerry walking wolverily the purple dog is smiling and knife,
36353,frame7253.jpg,one and is lying on the edge of the knife is holding a yellow door and is holding a boy and the pool,
23346,frame49642.jpg,tom is jumping to the edge,
3916,frame190.jpg,tom is watching is sitting on the towel tom is waving an chair,
17945,frame41156.jpg,tom is happy,
22753,frame48742.jpg,tom is standing,
18312,frame41686.jpg,tom is trying to the door and is crouching on the fork,
8473,frame26779.jpg,tom is hanging on the air,
25719,frame53503.jpg,tom is running jerry is trying,
23719,frame50123.jpg,jerry is stuck and holding a knife,
34323,frame69126.jpg,tom is running and standing with fear the fork,
11987,frame32069.jpg,tom's left on the dog is holding a for tom's sister and the pool,
7517,frame25323.jpg,tom is sitting in front of a basin,
22565,frame48488.jpg,tom is holding tom's face,
20676,frame45733.jpg,tom is looking backwards,
24143,frame50834.jpg,tom is reaching over the wall and holding a baby is waving his left,
7319,frame25013.jpg,jerry is hanging on the string,
25126,frame52627.jpg,tom is holding a hammar,
6230,frame23297.jpg,tom is dressed as two tube and decorticating jerry's head and smirking,
31308,frame62981.jpg,jerry is angry,
5132,frame21407.jpg,jerry is scared and holding a gray mouse is waving a yellow platform,
35524,frame71244.jpg,tom is sliding on the beach,
35146,frame7051.jpg,tom is smiling,
33922,frame68437.jpg,tom is smirking,
11460,frame31352.jpg,jerry is going to face to tom is scared,
8869,frame27539.jpg,jerry is carriage,
8682,frame27141.jpg,tom is massaged by his toungue backwards a carriage,
33930,frame68444.jpg,tom is conducting the bed,
19143,frame43041.jpg,jerry is lying around,
6664,frame2397.jpg,jerry is sleeping glaring hand,
5246,frame21568.jpg,jerry is sitting beside tom is leaning on the stairs,
14483,frame35702.jpg,tom is using tom's head jerry while jerry,
15856,frame37980.jpg,tom is chased by bottles,
23276,frame49557.jpg,jerry is trying to the trumpet,
20673,frame45727.jpg,tom and smiling,
4449,frame20117.jpg,tom is massaged rope beside a wall,
10978,frame30727.jpg,tom is using tom's neck,
993,frame14245.jpg,tom is dizzy and tieing a controller,
409,frame13284.jpg,tom is fighting and looking at tom is lifting tom and searching clapping hands on it,
4797,frame20749.jpg,jerry is refrigerator jerry's tongue with his arm,
34382,frame69190.jpg,tom and jerry and jerry are surprised,
5779,frame22526.jpg,jerry is pulling tom's teeth,
16954,frame39606.jpg,tom is leaning on the bed and is holding a green stairs,
26435,frame54676.jpg,tom and crossing his head,
31129,frame62600.jpg,tom is scared with eyes and jerry is scared,
10233,frame29716.jpg,jerry is standing on a mousetrap shaking hands,
26084,frame5411.jpg,jerry's is scared,
14439,frame35654.jpg,tom is scared,
29657,frame60154.jpg,jerry is sitting on the sand and walking,
20737,frame45837.jpg,jerry is looking at the top of the player,
27197,frame55926.jpg,tom is holding flour with one matches,
17026,frame39725.jpg,tom is pulling tom's mouth,
15712,frame37772.jpg,tom is holding a closet jerry is shocked,
13330,frame33861.jpg,tom is jumped,
480,frame13414.jpg,jerry is putting his teeth,
18764,frame42450.jpg,tom is smirking,
542,frame13531.jpg,tom is lying on a table in his tail angrily and drinking ink by a phone,
15618,frame37628.jpg,tom is pulling a toothpick,
1435,frame14990.jpg,jerry is holding a indian jerry is holding jerry's sister is running scared,
19338,frame43376.jpg,tom is holding tom's mouth and smiling,
17760,frame40869.jpg,tom is leaning on the pool,
32524,frame66281.jpg,jerry is holding a sword to the yellow car,
9682,frame28881.jpg,tom is running,
1503,frame15118.jpg,tom is watered,
9187,frame28159.jpg,tom is holding a closet with head are jumping to muscle in front of hands,
21713,frame47287.jpg,tom is playing the edge,
17803,frame40928.jpg,down is pretending tightly and is crouching on a baby,
36689,frame73050.jpg,tom is wearing a stick,
22174,frame47899.jpg,jerry is shocked,
26015,frame53915.jpg,tom is holding a swing,
733,frame13889.jpg,him,
29039,frame5900.jpg,tom is sticking bag and staring to ignite the matches and looking at tom are excited,
31935,frame65361.jpg,tom is scared,
30243,frame61260.jpg,tom is holding a thermometer,
17506,frame40365.jpg,jerry,
22067,frame47749.jpg,tom is thinking over the railway,
14844,frame36418.jpg,tom,
16432,frame38751.jpg,jerry is holding jerry is angry,
14275,frame35365.jpg,tom is covering the air tom is jerry is smiling,
30835,frame62132.jpg,tom is holding a stripe t shirt and is playing a string and is holding a is jumping to throw a fish's to his hands that is holding a hammar and is sliding up,
33808,frame68275.jpg,tom is pointing on the stick,
11575,frame31535.jpg,jerry is stopping tom is holding a cloth,
30382,frame61450.jpg,tom is jumping,
28244,frame57866.jpg,jerry is shhing his hand,
23700,frame50097.jpg,tom,
577,frame13625.jpg,jerry and pointing hand with cheese,
10689,frame30314.jpg,jerry is digging a dog are branch and sword,
8088,frame26181.jpg,tom is pulling his eyes in front of milk on him,
13875,frame34770.jpg,tom is leaning on the door,
6600,frame23890.jpg,tom is pulled beside brushing tom and looking his spots on the ground tom is dizzy and smiling excitedly,
1787,frame15652.jpg,jerry is shrinking up,
27130,frame55834.jpg,tom is leaning on the sky,
5467,frame21982.jpg,tom is hugging tom's head and looking to lift the ground,
17520,frame40392.jpg,tom is standing behind a blanket,
3338,frame18059.jpg,jerry is holding two cheese,
33186,frame67221.jpg,tom is pressing ignite the railing and smiling,
13006,frame33450.jpg,tom is holding a thread,
27731,frame5685.jpg,tom is walking in his head,
1940,frame16036.jpg,tom is looking at jerry is holding a gray mouse is massaged,
23309,frame49593.jpg,tom is standing on the piano,
7383,frame25122.jpg,tom is dropping bakwards,
30547,frame61718.jpg,tom and jerry is lifting jerry,
7124,frame24643.jpg,the black cat and using balls,
22236,frame47973.jpg,tom is holding a basket and smiling,
19569,frame43726.jpg,jerry,
1273,frame14723.jpg,jerry is climbing fists,
14166,frame35253.jpg,tom is pulling a yellow blanket and jerry,
2620,frame17104.jpg,tom is smiling,
17159,frame39905.jpg,tom is smirking,
2914,frame17482.jpg,tom is running a girl scared,
29671,frame60182.jpg,jerry is puzzled,
15934,frame38129.jpg,tom is holding the bedside,
19644,frame43857.jpg,tom is looking at the top,
22395,frame48206.jpg,tom is smirking,
423,frame133.jpg,tom is raising a cake,
15337,frame37172.jpg,tom is waving a cello,
11195,frame31053.jpg,tom is holding eyes,
34633,frame69554.jpg,jerry is sitting and he is shocked,
25936,frame53816.jpg,tom and jerry are walking,
31666,frame64978.jpg,a piece the on the roof is looking to the blanket jerry is walking on jerry to jerry is talking to on the roof,
9333,frame28382.jpg,jerry is sacred,
3034,frame17679.jpg,jerry is wearing a plate tom and jerry are stopping jerry is dizzy and dancing in his arms and jerry are standing on front of the stairs,
31550,frame63496.jpg,jerry is mad down tom is scared,
6393,frame23551.jpg,jerry is jumping by a basin,
32210,frame65742.jpg,tom is holding a tennis is wearing a white in the pool,
17886,frame41072.jpg,tom is occupied seasonings and knife and smiling,
17843,frame41005.jpg,tom broke a chick,
15161,frame36941.jpg,tom is holding a hat,
23415,frame49716.jpg,tom and jerry are looking at jerry is frightened,
32223,frame65768.jpg,tom and the door,
13974,frame35030.jpg,tom and jerry are standing beside jerry,
11857,frame31893.jpg,jerry tom they are centering tom's head is laughing of him,
14241,frame35331.jpg,jerry and jerry is holding a stick on the column,
34196,frame6894.jpg,tom and the edge of jerry is sitting on the carpet and looking at the blanket,
6143,frame23118.jpg,tom is sitting beside a hammock jerry and looking at his arm,
8656,frame27093.jpg,jerry is falling happily,
27259,frame56036.jpg,jerry is waving a tailcoat,
36882,frame7326.jpg,the bat,
16331,frame3861.jpg,jerry is standing,
8421,frame26718.jpg,tom is chasing jerry is standing on a yellow sofa,
25364,frame5296.jpg,jerry and looking down and teeth,
34502,frame69383.jpg,tom is going to the bed,
3254,frame17966.jpg,tom is running on the table on the table,
32344,frame65981.jpg,tom is looking pushed sheet,
23683,frame50080.jpg,tom is lifting a yellow basin the matadors with one cheese,
18255,frame41604.jpg,tom is waving his left and looking around,
10036,frame29444.jpg,tom is tired with fear to kick a violin and serving jerry is lifting jerry is hit a black cat is walking,
6566,frame23828.jpg,tom is tugging tom's eyes and smiling,
3678,frame18644.jpg,jerry wants,
35508,frame71219.jpg,tom is thinking,
31290,frame62932.jpg,tom's waist is lying on the right,
5740,frame2247.jpg,the dog is looking at him,
21233,frame46622.jpg,tom is wearing tom's face,
7159,frame24680.jpg,jerry is hit a tailcoat,
24288,frame51077.jpg,tom is holding a ink and is dropping holding a door and looking gourd,
10593,frame3021.jpg,tom is holding a flask hat in his arms in fear his eyes,
29737,frame6034.jpg,tom is holding the tail from a sword at the perfume ball,
16638,frame39122.jpg,the is running and he is standing around,
28556,frame58334.jpg,tom is standing on the dog is tugging the toothpick,
26411,frame54651.jpg,tom and jerry is saluting,
7841,frame25835.jpg,tom is sitting in the tail tom is sitting on his hands and jerry is looking around,
5605,frame22185.jpg,jerry is hurt,
4086,frame19352.jpg,tom is leaning on the table and looking at jerry but thery are putting some front of the left thery,
18132,frame41409.jpg,tom's head,
19831,frame44186.jpg,tom is sitting on the beach,
21319,frame46738.jpg,tom is holding a piece of head,
